创作者ID,创作者名称,是否官方,5月被开练课程数量,开练UV,开练PV,首次开练UV,首次开练PV,5月被完练课程数量,完练UV,完练PV,首次完练UV,首次完练PV,首次完练&复练UV,创作者次月完练-完练留存UV,详情页UV,详情页PV,创作者月完练-完练留存UV,创作者月完练-7日内App留存UV,次月复练率-UV,完练率-UV,当月复练率,完练-7日内App留存率
5b7188bfe666867f4a94c2d9,阿七教你瘦,[false],6.00 ,75.00 ,394.00 ,43.00 ,85.00 ,5.00 ,50.00 ,270.00 ,15.00 ,25.00 ,8.00 ,17.00 ,268.00 ,1926.00 ,35.00 ,41.00 ,0.34 ,0.67 ,0.70 ,0.82 
552945f928ab23f9590f0b72,Koach-Aisa小雨,[false],40.00 ,71.00 ,187.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,231.00 ,832.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56e03784346d5a1205c09712,老兵69,[false],2.00 ,69.00 ,121.00 ,54.00 ,56.00 ,2.00 ,40.00 ,86.00 ,24.00 ,25.00 ,6.00 ,8.00 ,407.00 ,825.00 ,15.00 ,32.00 ,0.20 ,0.58 ,0.38 ,0.80 
560a88d664d2c2d8f71f0cd6,Lynn仔在这儿,[false],2.00 ,67.00 ,98.00 ,55.00 ,58.00 ,2.00 ,26.00 ,72.00 ,17.00 ,17.00 ,2.00 ,4.00 ,443.00 ,767.00 ,5.00 ,24.00 ,0.15 ,0.39 ,0.19 ,0.92 
565f0f15e104bb3f053c82e6,何尧Feynman,[false],1.00 ,67.00 ,81.00 ,53.00 ,56.00 ,1.00 ,32.00 ,40.00 ,26.00 ,26.00 ,1.00 ,2.00 ,228.00 ,387.00 ,3.00 ,27.00 ,0.06 ,0.48 ,0.09 ,0.84 
623a9da67f3874000182a2b0,侠义的♚如初i,[false],1.00 ,66.00 ,120.00 ,58.00 ,70.00 ,1.00 ,32.00 ,60.00 ,25.00 ,25.00 ,11.00 ,8.00 ,363.00 ,864.00 ,15.00 ,30.00 ,0.25 ,0.48 ,0.47 ,0.94 
5ebc9892b52fab3e4d17734e,芭蕾王子Julian,[false],14.00 ,63.00 ,228.00 ,25.00 ,59.00 ,14.00 ,48.00 ,159.00 ,21.00 ,46.00 ,4.00 ,9.00 ,518.00 ,1979.00 ,12.00 ,43.00 ,0.19 ,0.76 ,0.25 ,0.90 
5e86b4dd790b9317667e257f,十点课堂,[false],29.00 ,62.00 ,486.00 ,19.00 ,46.00 ,22.00 ,42.00 ,375.00 ,11.00 ,27.00 ,6.00 ,16.00 ,597.00 ,1990.00 ,25.00 ,36.00 ,0.38 ,0.68 ,0.60 ,0.86 
57d197cd4933031ef452a8be,孕产小9,[false],20.00 ,58.00 ,229.00 ,22.00 ,73.00 ,20.00 ,35.00 ,125.00 ,17.00 ,43.00 ,5.00 ,7.00 ,580.00 ,2113.00 ,10.00 ,30.00 ,0.20 ,0.60 ,0.29 ,0.86 
5f97fdc7d9e7c4253a468557,James赵健康,[false],5.00 ,56.00 ,153.00 ,36.00 ,65.00 ,5.00 ,39.00 ,94.00 ,26.00 ,43.00 ,5.00 ,6.00 ,703.00 ,1422.00 ,6.00 ,25.00 ,0.15 ,0.70 ,0.15 ,0.64 
5537e7593eeaae0a095b1be7,PEIYUE佩悦,[false],2.00 ,54.00 ,124.00 ,35.00 ,38.00 ,2.00 ,38.00 ,104.00 ,21.00 ,21.00 ,3.00 ,4.00 ,323.00 ,801.00 ,11.00 ,37.00 ,0.11 ,0.70 ,0.29 ,0.97 
55d31d83792f888e81c37484,Lynnlinmm,[false],1.00 ,49.00 ,57.00 ,36.00 ,38.00 ,1.00 ,36.00 ,41.00 ,24.00 ,24.00 ,2.00 ,4.00 ,279.00 ,458.00 ,3.00 ,31.00 ,0.11 ,0.73 ,0.08 ,0.86 
5d0f8819790b9345f3fa322e,重新来过的Max,[false],16.00 ,48.00 ,106.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,152.00 ,472.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56c53488a4af7fe26bbb71c2,抹茶小朵,[false],1.00 ,48.00 ,110.00 ,29.00 ,35.00 ,1.00 ,32.00 ,78.00 ,15.00 ,15.00 ,4.00 ,8.00 ,257.00 ,689.00 ,14.00 ,28.00 ,0.25 ,0.67 ,0.44 ,0.88 
5e5f8de5b02f9a19bd4faa55,随缘瑜伽小课堂,[false],1.00 ,42.00 ,60.00 ,29.00 ,30.00 ,1.00 ,26.00 ,41.00 ,17.00 ,17.00 ,1.00 ,3.00 ,157.00 ,295.00 ,4.00 ,23.00 ,0.12 ,0.62 ,0.15 ,0.88 
576814d596fa9a400c32847e,Koach-Andy,[false],25.00 ,36.00 ,140.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,86.00 ,448.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59c9c3d97511ce3741e4400d,燃脂星派对,[false],6.00 ,35.00 ,41.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,240.00 ,544.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56caf9c00513dd220531a651,Angelica杜杜,[false],1.00 ,33.00 ,39.00 ,23.00 ,27.00 ,1.00 ,34.00 ,43.00 ,26.00 ,26.00 ,1.00 ,3.00 ,187.00 ,300.00 ,4.00 ,28.00 ,0.09 ,1.03 ,0.12 ,0.82 
60b8a3a4edd76c0d09a4366a,Koach川石,[false],14.00 ,32.00 ,104.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90.00 ,353.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5d425417c73d805c6c8bf45d,Koach-Rick,[false],8.00 ,32.00 ,116.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.00 ,344.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5ac7924de666864ca1e2e299,ZIRUYIN-跟佩丝健身,[false],1.00 ,32.00 ,36.00 ,28.00 ,32.00 ,1.00 ,31.00 ,36.00 ,24.00 ,24.00 ,2.00 ,1.00 ,122.00 ,237.00 ,3.00 ,26.00 ,0.03 ,0.97 ,0.10 ,0.84 
570732d4fe607a0f7a0868f1,Koach力天,[false],12.00 ,29.00 ,87.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.00 ,207.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
606dbd17f16ec70fce723bb3,Zumba-zin-PengLe,[false],1.00 ,28.00 ,30.00 ,28.00 ,30.00 ,1.00 ,14.00 ,14.00 ,14.00 ,14.00 ,#N/A,1.00 ,151.00 ,242.00 ,0.00 ,10.00 ,0.07 ,0.50 ,0.00 ,0.71 
6195bd2514bfcd286c52f603,白山山_Shanshan,[false],1.00 ,27.00 ,39.00 ,27.00 ,30.00 ,1.00 ,12.00 ,21.00 ,12.00 ,12.00 ,2.00 ,1.00 ,187.00 ,314.00 ,2.00 ,7.00 ,0.08 ,0.44 ,0.17 ,0.58 
59a7da1ee6668610701f7e5f,Koach克臣,[false],20.00 ,27.00 ,105.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,82.00 ,377.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6052a92ba78eee41a7263e88,Paris-叶子,[false],1.00 ,25.00 ,42.00 ,21.00 ,24.00 ,1.00 ,23.00 ,43.00 ,20.00 ,20.00 ,5.00 ,4.00 ,252.00 ,428.00 ,7.00 ,21.00 ,0.17 ,0.92 ,0.30 ,0.91 
56df8c35e48fcbd4579bbc4d,五花大绑的五花肉,[false],3.00 ,24.00 ,96.00 ,8.00 ,9.00 ,2.00 ,14.00 ,69.00 ,2.00 ,2.00 ,1.00 ,6.00 ,54.00 ,205.00 ,9.00 ,11.00 ,0.43 ,0.58 ,0.64 ,0.79 
624162d0c2fa8b000172c193,FILA_斐乐,[false],1.00 ,23.00 ,26.00 ,23.00 ,25.00 ,1.00 ,12.00 ,13.00 ,12.00 ,12.00 ,1.00 ,1.00 ,294.00 ,470.00 ,1.00 ,12.00 ,0.08 ,0.52 ,0.08 ,1.00 
56ad727683eb781c33504fa6,Koach梦梦,[false],11.00 ,22.00 ,28.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101.00 ,240.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56dfdddbb860120b4e551e39,桑迪叶,[false],4.00 ,19.00 ,20.00 ,14.00 ,15.00 ,1.00 ,4.00 ,4.00 ,4.00 ,4.00 ,#N/A,0.00 ,883.00 ,1483.00 ,0.00 ,4.00 ,0.00 ,0.21 ,0.00 ,1.00 
5e09f45cd20f9c6f30d407b7,关注小天同学,[false],9.00 ,19.00 ,40.00 ,0.00 ,0.00 ,5.00 ,47.00 ,275.00 ,34.00 ,48.00 ,21.00 ,13.00 ,48.00 ,118.00 ,19.00 ,5.00 ,0.28 ,2.47 ,0.40 ,0.11 
5b87bc657511ce13dba5eaf7,壹心理学堂,[false],1.00 ,17.00 ,81.00 ,10.00 ,30.00 ,1.00 ,13.00 ,44.00 ,8.00 ,15.00 ,5.00 ,4.00 ,107.00 ,1200.00 ,6.00 ,10.00 ,0.31 ,0.76 ,0.46 ,0.77 
560dc3b0b6dd35f772ef28dc,金紫亦,[false],1.00 ,16.00 ,79.00 ,10.00 ,25.00 ,1.00 ,9.00 ,43.00 ,3.00 ,9.00 ,2.00 ,2.00 ,72.00 ,405.00 ,5.00 ,8.00 ,0.22 ,0.56 ,0.56 ,0.89 
5bbc69b91cf3d12b29c15cd5,Koach-Hardy,[false],12.00 ,16.00 ,57.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.00 ,210.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56cd0d400b63c2d81ba64436,覃迷瞪,[true],1.00 ,15.00 ,49.00 ,4.00 ,4.00 ,1.00 ,12.00 ,45.00 ,3.00 ,3.00 ,1.00 ,4.00 ,65.00 ,151.00 ,7.00 ,11.00 ,0.33 ,0.80 ,0.58 ,0.92 
5538ddeb4e26423463bde7bd,暴走小姐,[false],1.00 ,12.00 ,39.00 ,10.00 ,10.00 ,1.00 ,7.00 ,33.00 ,5.00 ,5.00 ,2.00 ,2.00 ,112.00 ,207.00 ,4.00 ,7.00 ,0.29 ,0.58 ,0.57 ,1.00 
5c19b2e77511ce6c42c3fb2d,siyu没有掉马甲,"[true,false]",3.00 ,11.00 ,14.00 ,7.00 ,8.00 ,2.00 ,4.00 ,4.00 ,3.00 ,3.00 ,#N/A,0.00 ,65.00 ,153.00 ,0.00 ,3.00 ,0.00 ,0.36 ,0.00 ,0.75 
57831a3e04ab9c4010351f21,Koach港港,[false],10.00 ,11.00 ,20.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.00 ,100.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5ca2d712b52fab43742fdd3a,再跑两步吧,[false],1.00 ,10.00 ,10.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.00 ,60.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5c14a0e66b76fe6a1d2b85e6,Koach公维峰,[false],6.00 ,10.00 ,43.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.00 ,130.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
562a35329222996fc29ebce1,Koach-Jacob,[false],10.00 ,8.00 ,15.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.00 ,496.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5af2b30c7511ce46adaf5012,JenniferMore,[false],1.00 ,8.00 ,22.00 ,6.00 ,10.00 ,1.00 ,5.00 ,15.00 ,4.00 ,5.00 ,1.00 ,1.00 ,60.00 ,169.00 ,2.00 ,3.00 ,0.20 ,0.63 ,0.40 ,0.60 
5bbd2930e666862f7dc39c7e,SBODY运动研究室,[false],2.00 ,7.00 ,40.00 ,4.00 ,5.00 ,2.00 ,6.00 ,37.00 ,1.00 ,2.00 ,1.00 ,3.00 ,70.00 ,200.00 ,5.00 ,6.00 ,0.50 ,0.86 ,0.83 ,1.00 
5832b22b31f1164ac41d885b,小酸仙儿33,[false],1.00 ,6.00 ,13.00 ,2.00 ,2.00 ,1.00 ,5.00 ,12.00 ,1.00 ,1.00 ,#N/A,3.00 ,36.00 ,68.00 ,2.00 ,5.00 ,0.60 ,0.83 ,0.40 ,1.00 
56c432284a74299b70c2381d,Koach-AJay,[false],4.00 ,6.00 ,15.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.00 ,83.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5b4e88b51cf3d16f28033147,笨笨的狮子昵称特别特别长啊啊啊,[false],2.00 ,6.00 ,30.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.00 ,55.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55a7c980ed17cbd5658b4cd7, Koach雪儿,[false],5.00 ,6.00 ,42.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.00 ,94.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5a6b52a11cf3d11ede9baf1b,Ibuki_Imata,[false],2.00 ,6.00 ,39.00 ,4.00 ,23.00 ,2.00 ,5.00 ,17.00 ,4.00 ,9.00 ,2.00 ,1.00 ,26.00 ,122.00 ,2.00 ,5.00 ,0.20 ,0.83 ,0.40 ,1.00 
574d02dd8acedff626abec87,武研社,[false],1.00 ,4.00 ,28.00 ,3.00 ,26.00 ,1.00 ,3.00 ,3.00 ,3.00 ,3.00 ,#N/A,0.00 ,20.00 ,69.00 ,0.00 ,3.00 ,0.00 ,0.75 ,0.00 ,1.00 
5c860ff1e7b4cc2f74294a48,Koach-Jason苗,[false],3.00 ,3.00 ,26.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.00 ,78.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56c3ebab28b7b835749fec41,陈邹琦,[false],1.00 ,3.00 ,8.00 ,1.00 ,4.00 ,1.00 ,2.00 ,2.00 ,1.00 ,1.00 ,#N/A,0.00 ,32.00 ,106.00 ,0.00 ,2.00 ,0.00 ,0.67 ,0.00 ,1.00 
5687666406d86c095245d7b3,恩桃唷,[false],1.00 ,3.00 ,3.00 ,3.00 ,3.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,#N/A,0.00 ,23.00 ,37.00 ,0.00 ,1.00 ,0.00 ,0.33 ,0.00 ,1.00 
5502e5252933ee79188bd88e,Koach长腿,[false],1.00 ,2.00 ,9.00 ,1.00 ,2.00 ,1.00 ,1.00 ,7.00 ,0.00 ,0.00 ,#N/A,0.00 ,9.00 ,18.00 ,1.00 ,1.00 ,0.00 ,0.50 ,1.00 ,1.00 
5a20123b1cf3d11b204f95aa,柏然白,[false],1.00 ,1.00 ,2.00 ,1.00 ,2.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.00 ,3.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5758fb25010d41c849a5d029,丙寅阿虎,[false],1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,#N/A,0.00 ,6.00 ,14.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 
58a248d131f1161975c24e35,欧蜜GA,[false],1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,#N/A,0.00 ,33.00 ,44.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 
5558a744063312ee610d8b22,Koach郭伦,[false],1.00 ,1.00 ,4.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.00 ,21.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5a250d50e666860efaeac16f,5a250d50e666860efaeac16f,[false],1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,#N/A,0.00 ,56.00 ,117.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
